"","Site","Date","Depth","DO","%_DO","Temp","Year","Month","Layer","Layer_Spline"
"386","CAV Bay",2021-06-22,0.1,7.96,88.2,20.4,"2021","Jun","Thermocline","Thermocline"
"387","CAV Bay",2021-06-22,1,8.06,86.9,19,"2021","Jun","Hypolimnion","Hypolimnion"
"388","CAV Bay",2021-06-22,2,8.1,86.6,18.6,"2021","Jun","Hypolimnion","Hypolimnion"
"389","CAV Bay",2021-06-22,3,8.27,87.1,17.9,"2021","Jun","Hypolimnion","Hypolimnion"
"390","CAV Bay",2021-06-22,4,8.35,87,17.3,"2021","Jun","Hypolimnion","Hypolimnion"
"391","CAV Bay",2021-06-22,5,8.46,86.9,16.7,"2021","Jun","Hypolimnion","Hypolimnion"
"392","CAV Bay",2021-06-22,6,8.55,86.7,16,"2021","Jun","Hypolimnion","Hypolimnion"
"393","CAV Bay",2021-06-22,7,8.59,86.1,15.5,"2021","Jun","Hypolimnion","Hypolimnion"
"394","CAV Bay",2021-06-22,8,8.6,85.9,15.3,"2021","Jun","Hypolimnion","Hypolimnion"
"395","CAV Bay",2021-06-22,9,8.67,85.8,14.9,"2021","Jun","Hypolimnion","Hypolimnion"
"396","CAV Bay",2021-06-22,10,8.8,85.9,14.2,"2021","Jun","Hypolimnion","Hypolimnion"
"397","CAV Bay",2021-06-22,11,9.01,86.7,13.4,"2021","Jun","Hypolimnion","Hypolimnion"
"398","CAV Bay",2021-07-26,0.1,7.15,84.3,23.6,"2021","Jul","Epilimnion","Epilimnion"
"399","CAV Bay",2021-07-26,1,7.13,83.3,23.1,"2021","Jul","Epilimnion","Epilimnion"
"400","CAV Bay",2021-07-26,2,7.15,83,22.8,"2021","Jul","Epilimnion","Epilimnion"
"401","CAV Bay",2021-07-26,3,7.17,83.2,22.7,"2021","Jul","Epilimnion","Epilimnion"
"402","CAV Bay",2021-07-26,4,7.17,83,22.7,"2021","Jul","Epilimnion","Epilimnion"
"403","CAV Bay",2021-07-26,5,7.16,82.8,22.6,"2021","Jul","Epilimnion","Epilimnion"
"404","CAV Bay",2021-07-26,6,7.16,82.7,22.5,"2021","Jul","Thermocline","Thermocline"
"405","CAV Bay",2021-07-26,7,8.18,90.8,20.4,"2021","Jul","Thermocline","Thermocline"
"406","CAV Bay",2021-07-26,9,8.84,91.9,17.2,"2021","Jul","Hypolimnion","Thermocline"
"407","CAV Bay",2021-07-26,11,9,91.1,16,"2021","Jul","Hypolimnion","Hypolimnion"
"408","CAV Bay",2021-08-30,0.1,7.57,85.5,21.3,"2021","Aug","No Thermocline","No Thermocline"
"409","CAV Bay",2021-08-30,1,7.62,84.7,20.6,"2021","Aug","No Thermocline","No Thermocline"
"410","CAV Bay",2021-08-30,2,7.61,84.4,20.4,"2021","Aug","No Thermocline","No Thermocline"
"411","CAV Bay",2021-08-30,3,7.61,84.2,20.3,"2021","Aug","No Thermocline","No Thermocline"
"412","CAV Bay",2021-08-30,4,7.62,84.1,20.2,"2021","Aug","No Thermocline","No Thermocline"
"413","CAV Bay",2021-08-30,5,7.61,84,20.2,"2021","Aug","No Thermocline","No Thermocline"
"414","CAV Bay",2021-08-30,6,7.61,83.9,20.1,"2021","Aug","No Thermocline","No Thermocline"
"415","CAV Bay",2021-08-30,7,7.6,83.7,20.1,"2021","Aug","No Thermocline","No Thermocline"
"416","CAV Bay",2021-08-30,8,7.56,83.3,20,"2021","Aug","No Thermocline","No Thermocline"
"417","CAV Bay",2021-08-30,9,7.58,83.3,20,"2021","Aug","No Thermocline","No Thermocline"
"418","CAV Bay",2021-08-30,10,7.57,83.2,20,"2021","Aug","No Thermocline","No Thermocline"
"419","CAV Bay",2021-09-20,0.1,8.04,84,17.5,"2021","Sep","No Thermocline","No Thermocline"
"420","CAV Bay",2021-09-20,1,7.93,83.2,17.7,"2021","Sep","No Thermocline","No Thermocline"
"421","CAV Bay",2021-09-20,2,7.89,82.5,17.5,"2021","Sep","No Thermocline","No Thermocline"
"422","CAV Bay",2021-09-20,3,7.86,82.1,17.5,"2021","Sep","No Thermocline","No Thermocline"
"423","CAV Bay",2021-09-20,4,7.83,81.8,17.5,"2021","Sep","No Thermocline","No Thermocline"
"424","CAV Bay",2021-09-20,5,7.83,81.7,17.4,"2021","Sep","No Thermocline","No Thermocline"
"425","CAV Bay",2021-09-20,6,7.82,81.6,17.4,"2021","Sep","No Thermocline","No Thermocline"
"426","CAV Bay",2021-09-20,7,7.81,81.4,17.4,"2021","Sep","No Thermocline","No Thermocline"
"427","CAV Bay",2021-09-20,8,7.79,81.3,17.4,"2021","Sep","No Thermocline","No Thermocline"
"428","CAV Bay",2021-09-20,9,7.78,81.1,17.4,"2021","Sep","No Thermocline","No Thermocline"
"429","CAV Bay",2021-09-20,10,7.76,81,17.4,"2021","Sep","No Thermocline","No Thermocline"
"430","CAV Bay",2021-09-20,11,7.76,81,17.4,"2021","Sep","No Thermocline","No Thermocline"
"431","CAV Bay",2023-06-20,0.1,10.46,105.5,15.9,"2023","Jun","Epilimnion","Epilimnion"
"432","CAV Bay",2023-06-20,1,10.38,105.2,16,"2023","Jun","Epilimnion","Epilimnion"
"433","CAV Bay",2023-06-20,2,10.36,105,16,"2023","Jun","Epilimnion","Epilimnion"
"434","CAV Bay",2023-06-20,3,10.35,104.8,16,"2023","Jun","Epilimnion","Epilimnion"
"435","CAV Bay",2023-06-20,4,10.86,108.6,15.4,"2023","Jun","Thermocline","Epilimnion"
"436","CAV Bay",2023-06-20,5,11.06,107.8,14.3,"2023","Jun","Thermocline","Epilimnion"
"437","CAV Bay",2023-06-20,6,11.57,109.7,13.7,"2023","Jun","Thermocline","Epilimnion"
"438","CAV Bay",2023-06-20,7,11.7,109.6,12.4,"2023","Jun","Thermocline","Epilimnion"
"439","CAV Bay",2023-06-20,8,11.51,109.5,12,"2023","Jun","Thermocline","Epilimnion"
"440","CAV Bay",2023-06-20,9,12.03,108.4,10.8,"2023","Jun","Thermocline","Thermocline"
"441","CAV Bay",2023-06-20,10,12.18,106.4,9.5,"2023","Jun","Thermocline","Thermocline"
"442","CAV Bay",2023-06-20,11,12.26,104.2,8.4,"2023","Jun","Thermocline","Thermocline"
"443","CAV Bay",2023-06-20,12,12.27,101.1,7.1,"2023","Jun","Hypolimnion","Hypolimnion"
"444","CAV Bay",2023-06-20,13,12.25,99.9,6.6,"2023","Jun","Hypolimnion","Hypolimnion"
"445","CAV Bay",2023-06-20,14,12.19,98.2,6.2,"2023","Jun","Hypolimnion","Hypolimnion"
"446","CAV Bay",2023-06-20,15,12.11,97.3,6,"2023","Jun","Hypolimnion","Hypolimnion"
"447","CAV Bay",2023-07-27,0.1,9.07,104.7,22.5,"2023","Jul","Epilimnion","Epilimnion"
"448","CAV Bay",2023-07-27,1,9.09,104.5,22.4,"2023","Jul","Epilimnion","Epilimnion"
"449","CAV Bay",2023-07-27,2,9.08,104.2,22.2,"2023","Jul","Thermocline","Epilimnion"
"450","CAV Bay",2023-07-27,3,9.85,109.9,20.8,"2023","Jul","Thermocline","Thermocline"
"451","CAV Bay",2023-07-27,4,9.69,107.3,20.3,"2023","Jul","Thermocline","Thermocline"
"452","CAV Bay",2023-07-27,5,9.72,107.4,20.2,"2023","Jul","Thermocline","Thermocline"
"453","CAV Bay",2023-07-27,6,9.73,107.2,20.1,"2023","Jul","Thermocline","Thermocline"
"454","CAV Bay",2023-07-27,7,9.74,107.1,20,"2023","Jul","Thermocline","Thermocline"
"455","CAV Bay",2023-07-27,8,9.74,107.1,20,"2023","Jul","Thermocline","Thermocline"
"456","CAV Bay",2023-07-27,9,9.81,107.4,19.8,"2023","Jul","Thermocline","Thermocline"
"457","CAV Bay",2023-07-27,10,10.43,110.7,18.3,"2023","Jul","Hypolimnion","Thermocline"
"458","CAV Bay",2023-08-23,0.1,9.43,105.7,21,"2023","Aug","Epilimnion","Epilimnion"
"459","CAV Bay",2023-08-23,1,9.37,105.2,21.1,"2023","Aug","Epilimnion","Epilimnion"
"460","CAV Bay",2023-08-23,2,9.35,105.1,21.1,"2023","Aug","Epilimnion","Epilimnion"
"461","CAV Bay",2023-08-23,3,9.31,104.8,21.2,"2023","Aug","Epilimnion","Epilimnion"
"462","CAV Bay",2023-08-23,4,9.28,104.5,21.2,"2023","Aug","Epilimnion","Epilimnion"
"463","CAV Bay",2023-08-23,5,9.27,104.3,21.2,"2023","Aug","Epilimnion","Epilimnion"
"464","CAV Bay",2023-08-23,6,9.25,104.1,21.2,"2023","Aug","Epilimnion","Epilimnion"
"465","CAV Bay",2023-08-23,7,9.24,103.9,21.1,"2023","Aug","Epilimnion","Epilimnion"
"466","CAV Bay",2023-08-23,8,9.29,104.3,21,"2023","Aug","Thermocline","Epilimnion"
"467","CAV Bay",2023-08-23,9,9.6,106.1,19.8,"2023","Aug","Thermocline","Thermocline"
"468","CAV Bay",2023-08-23,10,11.9,113.9,13.4,"2023","Aug","Hypolimnion","Thermocline"
"469","CAV Bay",2023-09-19,0.1,9.73,104.4,18.8,"2023","Sep","No Thermocline","No Thermocline"
"470","CAV Bay",2023-09-19,1,9.69,104.2,18.9,"2023","Sep","No Thermocline","No Thermocline"
"471","CAV Bay",2023-09-19,2,9.67,104,18.9,"2023","Sep","No Thermocline","No Thermocline"
"472","CAV Bay",2023-09-19,3,9.64,103.7,18.9,"2023","Sep","No Thermocline","No Thermocline"
"473","CAV Bay",2023-09-19,4,9.63,103.5,18.9,"2023","Sep","No Thermocline","No Thermocline"
"474","CAV Bay",2023-09-19,5,9.6,103.3,18.9,"2023","Sep","No Thermocline","No Thermocline"
"475","CAV Bay",2023-09-19,6,9.56,103,18.9,"2023","Sep","No Thermocline","No Thermocline"
"476","CAV Bay",2023-09-19,7,9.53,102.7,19,"2023","Sep","No Thermocline","No Thermocline"
"477","CAV Bay",2023-09-19,8,9.52,102.6,19,"2023","Sep","No Thermocline","No Thermocline"
"478","CAV Bay",2023-09-19,9,9.51,102.5,19,"2023","Sep","No Thermocline","No Thermocline"
"479","CAV Bay",2023-09-19,10,9.65,NA,18.3,"2023","Sep","No Thermocline","No Thermocline"
"480","COOL",2017-05-15,0.1,9.37,83.2,11.1,"2017","May","Thermocline","Thermocline"
"481","COOL",2017-05-15,1,9.47,83.3,9.8,"2017","May","Hypolimnion","Thermocline"
"482","COOL",2017-05-15,2,9.51,82.7,9.2,"2017","May","Hypolimnion","Hypolimnion"
"483","COOL",2017-05-15,3,9.53,81.9,8.7,"2017","May","Hypolimnion","Hypolimnion"
"484","COOL",2017-05-15,4,9.66,81.2,7.9,"2017","May","Hypolimnion","Hypolimnion"
"485","COOL",2017-05-15,5,9.67,81.1,7.7,"2017","May","Hypolimnion","Hypolimnion"
"486","COOL",2017-05-15,6,9.69,80.8,7.5,"2017","May","Hypolimnion","Hypolimnion"
"487","COOL",2017-05-15,7,9.69,80.3,7.2,"2017","May","Hypolimnion","Hypolimnion"
"488","COOL",2017-06-12,0.1,8.7,88.8,15.9,"2017","Jun","No Thermocline","No Thermocline"
"489","COOL",2017-06-12,1,8.83,88,15.3,"2017","Jun","No Thermocline","No Thermocline"
"490","COOL",2017-06-12,2,8.84,87.7,15,"2017","Jun","No Thermocline","No Thermocline"
"491","COOL",2017-06-12,3,8.87,87.6,14.8,"2017","Jun","No Thermocline","No Thermocline"
"492","COOL",2017-06-12,4,8.87,87.4,14.7,"2017","Jun","No Thermocline","No Thermocline"
"493","COOL",2017-06-12,5,8.88,87.3,14.6,"2017","Jun","No Thermocline","No Thermocline"
"494","COOL",2017-06-12,6,8.88,87.2,14.5,"2017","Jun","No Thermocline","No Thermocline"
"495","COOL",2017-06-12,7,8.95,87.9,14.4,"2017","Jun","No Thermocline","No Thermocline"
"496","COOL",2017-07-12,0.1,7.53,87.2,22.7,"2017","Jul","Thermocline","No Thermocline"
"497","COOL",2017-07-12,1,7.62,86.5,21.7,"2017","Jul","Hypolimnion","No Thermocline"
"498","COOL",2017-07-12,2,7.66,86.5,21.4,"2017","Jul","Hypolimnion","No Thermocline"
"499","COOL",2017-07-12,3,7.8,87.1,20.8,"2017","Jul","Hypolimnion","No Thermocline"
"500","COOL",2017-07-12,4,7.86,87.5,20.6,"2017","Jul","Hypolimnion","No Thermocline"
"501","COOL",2017-07-12,5,7.89,87.7,20.5,"2017","Jul","Hypolimnion","No Thermocline"
"502","COOL",2017-07-12,6,7.98,88.4,20.3,"2017","Jul","Hypolimnion","No Thermocline"
"503","COOL",2017-07-12,7,8.01,88.4,20.2,"2017","Jul","Hypolimnion","No Thermocline"
"504","COOL",2017-08-07,0.1,7.2,86.9,24.8,"2017","Aug","No Thermocline","No Thermocline"
"505","COOL",2017-08-07,1,7.32,87.5,24.2,"2017","Aug","No Thermocline","No Thermocline"
"506","COOL",2017-08-07,2,7.37,87.4,24,"2017","Aug","No Thermocline","No Thermocline"
"507","COOL",2017-08-07,3,7.37,87.2,23.8,"2017","Aug","No Thermocline","No Thermocline"
"508","COOL",2017-08-07,4,7.37,87,23.7,"2017","Aug","No Thermocline","No Thermocline"
"509","COOL",2017-08-07,5,7.34,86.7,23.7,"2017","Aug","No Thermocline","No Thermocline"
"510","COOL",2017-08-07,6,7.43,87.6,23.6,"2017","Aug","No Thermocline","No Thermocline"
"511","COOL",2017-08-07,7,NA,NA,22.9,"2017","Aug","No Thermocline","No Thermocline"
"512","COOL",2017-09-11,0.1,7.67,85.9,20.9,"2017","Sep","No Thermocline","No Thermocline"
"513","COOL",2017-09-11,1,7.71,85.4,20.4,"2017","Sep","No Thermocline","No Thermocline"
"514","COOL",2017-09-11,2,7.71,85.3,20.3,"2017","Sep","No Thermocline","No Thermocline"
"515","COOL",2017-09-11,3,7.69,84.9,20.2,"2017","Sep","No Thermocline","No Thermocline"
"516","COOL",2017-09-11,4,7.68,84.7,20.1,"2017","Sep","No Thermocline","No Thermocline"
"517","COOL",2017-09-11,5,7.68,84.5,20,"2017","Sep","No Thermocline","No Thermocline"
"518","COOL",2017-09-11,6,7.66,84.3,20,"2017","Sep","No Thermocline","No Thermocline"
"519","COOL",2017-09-11,7,7.76,85,19.8,"2017","Sep","No Thermocline","No Thermocline"
"520","COOL",2017-10-10,0.1,8.76,83.8,13.5,"2017","Oct","No Thermocline","No Thermocline"
"521","COOL",2017-10-10,1,8.66,83.2,13.6,"2017","Oct","No Thermocline","No Thermocline"
"522","COOL",2017-10-10,2,8.59,82.8,13.7,"2017","Oct","No Thermocline","No Thermocline"
"523","COOL",2017-10-10,3,8.56,82.5,13.7,"2017","Oct","No Thermocline","No Thermocline"
"524","COOL",2017-10-10,4,8.53,82.1,13.6,"2017","Oct","No Thermocline","No Thermocline"
"525","COOL",2017-10-10,5,8.57,81.9,13.4,"2017","Oct","No Thermocline","No Thermocline"
"526","COOL",2017-10-10,6,8.58,81.7,13.1,"2017","Oct","No Thermocline","No Thermocline"
"527","COOL",2017-10-10,7,8.61,81.8,13,"2017","Oct","No Thermocline","No Thermocline"
"528","COOL",2017-10-10,8,8.6,81.3,13,"2017","Oct","No Thermocline","No Thermocline"
"529","COOL",2020-06-25,0.1,8.03,85.3,18,"2020","Jun","Epilimnion","Epilimnion"
"530","COOL",2020-06-25,1,8.29,86.4,17.3,"2020","Jun","Thermocline","Epilimnion"
"531","COOL",2020-06-25,2,8.44,85.5,16,"2020","Jun","Thermocline","Thermocline"
